id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1582727817338519552,1582727817338519552,1666186691000.0,2022-10-19 14:38:11,+0100,,. فخامة منحوتة على قطعة رخام 👌  📲 واتس آب خدمة العملاء👇🏻 0500892666   #مطبخ #مغاسل #المملكة_العربية_السعودية #فخامة  #ksa #luxury #Design #fypシ  https://t.co/WtljfFfrcv,ar,"['مطبخ', 'مغاسل', 'المملكة_العربية_السعودية', 'فخامة', 'ksa', 'luxury', 'design', 'fypシ']",[],4478071995,4478071995,hailhouseksa,بيت هايل Hail House,3,14,https://twitter.com/hailhouseksa/status/1582727817338519552,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1582727734752575498/pu/img/lA-QDhlzuUjWRVRT.jpg,False,0,0,0,,#design,,,,,,,[],,,,
1582727712799588352,1582727712799588352,1666186667000.0,2022-10-19 14:37:47,+0100,,#nautica #design POGGESI: IL DESIGN OUTDOOR CHE SFIDA LE STAGIONI  https://t.co/y6A09R5Ij7  https://t.co/MB6Hs1cIP2,it,"['nautica', 'design']",[],539984306,539984306,lulopdotcom,Lulop.com,3,14,https://twitter.com/lulopdotcom/status/1582727712799588352,['https://ift.tt/Utq6HIP'],['https://pbs.twimg.com/media/Ffb6d7LXoAAUi1o.jpg'],1,https://pbs.twimg.com/media/Ffb6d7LXoAAUi1o.jpg,False,0,0,0,,#design,,,,,,,[],,,,
1582727699734401025,1582727699734401025,1666186663000.0,2022-10-19 14:37:43,+0100,,"#excellence #design anima liquida living , boiserie moderna e funzionale con emozionanti effetti di luce  https://t.co/p83WX39YkO  https://t.co/nTgtVoXEBg",it,"['excellence', 'design']",[],539984306,539984306,lulopdotcom,Lulop.com,3,14,https://twitter.com/lulopdotcom/status/1582727699734401025,['https://ift.tt/Hcbpoy2'],['https://pbs.twimg.com/media/Ffb6dMLX0AIRDpX.jpg'],1,https://pbs.twimg.com/media/Ffb6dMLX0AIRDpX.jpg,False,0,0,0,,#design,,,,,,,[],,,,
1582727689697251328,1582727689697251328,1666186661000.0,2022-10-19 14:37:41,+0100,,#design #halloween #caoscreo Halloween Special – Il Nero per Caoscreo: Elogio all’Ombra  https://t.co/otDy9Gn5cK  https://t.co/yDxWFnJXY2,it,"['design', 'halloween', 'caoscreo']",[],539984306,539984306,lulopdotcom,Lulop.com,3,14,https://twitter.com/lulopdotcom/status/1582727689697251328,['https://ift.tt/q2ioHdx'],['https://pbs.twimg.com/media/Ffb6cl7WYAAAbVv.jpg'],1,https://pbs.twimg.com/media/Ffb6cl7WYAAAbVv.jpg,False,0,0,0,,#design,,,,,,,[],,,,
1582727686870691842,1582727686870691842,1666186660000.0,2022-10-19 14:37:40,+0100,,Liven up your social media with Award-Winning Digital Design that won't bust the budget! #Promotion #Design #Print #Digital #Sell #Advertising #GraphicDesign #Marketing #socialmedia  #Awardwinner #NFA21 #NFA22 #Halloween Email Karmadesign@ymail.com  https://t.co/7JI2NEzvzd,en,"['promotion', 'design', 'print', 'digital', 'sell', 'advertising', 'graphicdesign', 'marketing', 'socialmedia', 'awardwinner', 'nfa21', 'nfa22', 'halloween']",[],2188520143,2188520143,KarmaDezign,KARMA DESIGN,3,14,https://twitter.com/KarmaDezign/status/1582727686870691842,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1582727455655297025/pu/img/6_duebgEq-T9J7lq.jpg,False,0,0,0,,#design,,,,,,,[],,,,
1582727651718201344,1582727651718201344,1666186652000.0,2022-10-19 14:37:32,+0100,,(Singhalese Woman) ©️ Sewanali - සෙවණැලි  #Sewanali #digitalart #paintings #Art #Poster #creation #design #Concept #Drawing #vintage 💯✍️  https://t.co/2magdbxw8z,in,"['sewanali', 'digitalart', 'paintings', 'art', 'poster', 'creation', 'design', 'concept', 'drawing', 'vintage']",[],1320381718990188544,1320381718990188544,TNayanake,Thison Nayanake,3,14,https://twitter.com/TNayanake/status/1582727651718201344,[],['https://pbs.twimg.com/media/Ffb6YgDagAE4iNg.jpg'],1,https://pbs.twimg.com/media/Ffb6YgDagAE4iNg.jpg,False,0,0,0,,#design,,,,,,,[],,,,
1582727613717499905,1582727613717499905,1666186643000.0,2022-10-19 14:37:23,+0100,,"WT Group is looking forward to the #ICSC @CENTRAL conference tomorrow! If you’re going, stop by booth #1006 or reach out to David MacDonald: DMacDonald@wtgroup.com  #RetailIndustry #Retail #MixedUse #Construction #Engineering #Design #Consulting #Chicago #marketplaces  https://t.co/KT4w4LxOk7",en,"['icsc', 'retailindustry', 'retail', 'mixeduse', 'construction', 'engineering', 'design', 'consulting', 'chicago', 'marketplaces']",[],179085939,179085939,WTGroup_,WT Group,3,14,https://twitter.com/WTGroup_/status/1582727613717499905,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1582727586542649346/pu/img/qIIRQP-6482ghHys.jpg,False,0,0,0,,#design,,,,,,,[],,,,
1582727514677338112,1581985637246373888,1666186619000.0,2022-10-19 14:36:59,+0100,,@uiuxadrian @SaveToNotion #thread #design,qme,"['thread', 'design']",[],68091099,68091099,divyangsaxena,Divyang Saxena,3,14,https://twitter.com/divyangsaxena/status/1582727514677338112,[],[],0,,False,0,1,0,,#design,,,,,,,"[{'screen_name': 'uiuxadrian', 'name': 'UI Adrian', 'id': '1328271312628936705'}]",,,,
1582727372746334208,1582727169041539073,1666186585000.0,2022-10-19 14:36:25,+0100,,#PearlAcademyxIndiaCraftWeek #IndiaCraftWeek22 #ICW #ICW22 #craft #culture #design #technology #society #india #students #projects #creativity #learning #work #Space #craftweek #culturefirst #Agenda,qht,"['pearlacademyxindiacraftweek', 'indiacraftweek22', 'icw', 'icw22', 'craft', 'culture', 'design', 'technology', 'society', 'india', 'students', 'projects', 'creativity', 'learning', 'work', 'space', 'craftweek', 'culturefirst', 'agenda']",[],1261669128,1261669128,PearlAcademyInd,PearlAcademyInd,3,14,https://twitter.com/PearlAcademyInd/status/1582727372746334208,[],[],0,,False,0,0,0,,#design,,,,,,,[],,,,
1582727339854528512,1582727339854528512,1666186578000.0,2022-10-19 14:36:18,+0100,,"#NouveauBatiment - Reportage de @telenantesinfo  sur le nouveau bâtiment de l'école. Découvrez les témoignages de @guellerin , directeur général de l'école, de l'intervenant Xavier Aimée et de l'étudiant Enzo Nicosia du #FoodDesign Lab  https://t.co/PCNDiBOMDK  #Design #Innovation",fr,"['nouveaubatiment', 'fooddesign', 'design', 'innovation']",[],14573592,14573592,lecolededesign,L'École de design Nantes Atlantique,3,14,https://twitter.com/lecolededesign/status/1582727339854528512,['https://telenantes.ouest-france.fr/lactu/article/la-nouvelle-ecole-de-design-inauguree'],[],0,,False,0,0,0,,#design,,,,,,,[],,,,
