id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1477061476376616964,1477048487846060033,1640993873000.0,2021-12-31 23:37:53,+0000,,"agosto-setembro-outubro: uma perdição completa isso ai.. n tenho ideia de como metade das coisas aconteceu, foi o semestre mais cu sujo desgraçado da porra eu ODIEI e repensei seriamente se queria design mesmo… em compensação entreguei meu primeiro freela de ilustra p usp",pt,[],[],1384154483496681473,1384154483496681473,pinkeumizu,mizu,5,23,https://twitter.com/pinkeumizu/status/1477061476376616964,[],[],0,,False,0,1,0,,AI design,,,,,,,[],,,,
1477060252042473480,1477060252042473480,1640993581000.0,2021-12-31 23:33:01,+0000,,Scaling your #sales team is a test of the way you design processes at your company.   Your sales organization structure must be tough enough to withstand the expansion of your team from 20 to 200 employees.  https://t.co/IaQikXyJ3w  https://t.co/vxFjiTJIoR,en,['sales'],[],748293310142283778,748293310142283778,chorus_ai,Chorus.ai,5,23,https://twitter.com/chorus_ai/status/1477060252042473480,['http://ter.li/o6kjfu'],['https://pbs.twimg.com/media/FH-SeMXXsAA0s9s.jpg'],1,https://pbs.twimg.com/media/FH-SeMXXsAA0s9s.jpg,False,0,0,0,,AI design,,,,,,,[],,,,
1477058563596079105,1477057780804726794,1640993178000.0,2021-12-31 23:26:18,+0000,,@sxxcro Itachi premier pour son sens du sacrifice bg... Après ulquiorra kuroro et doffy jles aimes quasi à égalité dcp j'ai fait au chara design,fr,[],[],924599440886951936,924599440886951936,7PleineLune,Fran 🍮,5,23,https://twitter.com/7PleineLune/status/1477058563596079105,[],[],0,,False,0,0,0,,AI design,,,,,,,[],,,,
1477057780804726794,1477057780804726794,1640992992000.0,2021-12-31 23:23:12,+0000,,Très dur...   Itachi (à jour)  Ulquiorra (à jour)  Kuroro (à jour)  Doflamingo (à ​jour)  Certains jles ai departagé au chara design,fr,[],[],924599440886951936,924599440886951936,7PleineLune,Fran 🍮,5,23,https://twitter.com/7PleineLune/status/1477057780804726794,[],[],0,,False,0,0,0,https://twitter.com/jaiytsu/status/1476694672047288322,AI design,,,,,,,[],,,,
1477054567816826881,1477054565488943105,1640992225000.0,2021-12-31 23:10:25,+0000,,"Demain Dimanche 2 Janvier 2022 à 16h00 ! Au rendez-vous le dévoilement du nouveau design (que j'ai pas fini car je grind un mmo mobile en même temps honte à moi 🥲) et le début du nouveau Let's Play. Le tout sur  https://t.co/y6q7RGmLjn Sur ce, bonne journée ou soirée à tous !",fr,[],[],4610446397,4610446397,AlxTNF,Alx,5,23,https://twitter.com/AlxTNF/status/1477054567816826881,['https://twitch.tv/AlxTNF'],[],0,,False,0,0,0,,AI design,,,,,,,[],,,,
1477051953649700865,1477051928236417032,1640991602000.0,2021-12-31 23:00:02,+0000,,"Mais j’ai tout claqué mes études lycéennes (je voulais faire dans le médical) et j’me suis bougée le cul pour postuler dans une école qui m’intéressait énormément (pour faire web design, inshallah), et j’ai été acceptée !!",fr,[],[],1175762435841634304,1175762435841634304,Maylaynn,MayLayn,5,23,https://twitter.com/Maylaynn/status/1477051953649700865,[],[],0,,False,0,1,0,,AI design,,,,,,,[],,,,
1477051291168051201,1477051291168051201,1640991444000.0,2021-12-31 22:57:24,+0000,,あけましておめでとうございます🌅 さっき旦那さんから「昨日寝言で、『…ﾑﾆｬﾑﾆｬ…模範解答ほしい…😪』って言ってたよ」と言われました🤣私どんな初夢見てたんだろう⁉️笑 今年もボディメイクとデザインを頑張ります‼️今年もよろしくお願いいたします🙇‍♀️🎍✨,ja,[],[],2611424203,2611424203,ai_web_design,ai@デザインする人,5,22,https://twitter.com/ai_web_design/status/1477051291168051201,[],[],0,,False,18,1,0,,AI design,,,,,,,[],,,,
1477050162426036234,1477050162426036234,1640991175000.0,2021-12-31 22:52:55,+0000,,C’etait pas prévu mais j’ai eu une idée pour le design d’un oc alors hop go redesign,fr,[],[],844526162453942272,844526162453942272,fiire_icee,🔥Fiire/Flamme🔥,5,22,https://twitter.com/fiire_icee/status/1477050162426036234,[],[],0,,False,2,0,0,,AI design,,,,,,,[],,,,
1477050111016460304,1477046649243512836,1640991163000.0,2021-12-31 22:52:43,+0000,,@ai_0950 It’s almost new year in my place too so wish you a ( early ) happy new year. I’m  glad that I’ve followed you! Your OCs’ design encourage me to be confident of mine since I too like to draw more muscular women.,en,[],[],1457435736769241088,1457435736769241088,sketchybaby67,Lightningthunderstorm,5,22,https://twitter.com/sketchybaby67/status/1477050111016460304,[],[],0,,False,1,1,0,,AI design,,,,,,,"[{'screen_name': 'ai_0950', 'name': 'Anty💙💛', 'id': '894611739588907009'}]",,,,
1477049470755897344,1477049470755897344,1640991010000.0,2021-12-31 22:50:10,+0000,,"2021 design highlights:  ✨had a personal design crit with Jony Ive ✨graduated from @CCAIxD  ✨completed thesis on cultural sustainability in tech expansion ✨redesigned @scale_AI 's ML IDE platform, Nucleus!  https://t.co/s4jeULq6tT",en,[],[],1338253311229579266,1338253311229579266,curatordesigner,Rachel Poonsiriwong,5,22,https://twitter.com/curatordesigner/status/1477049470755897344,['https://scale.com/nucleus'],[],0,,False,2,1,0,,AI design,,,,,,,[],,,,
1477047590822809600,1477046649243512836,1640990562000.0,2021-12-31 22:42:42,+0000,,Also one thing I noticed and makes me happy is that more unconventional character designs are getting love and attention they deserve.,en,[],[],894611739588907009,894611739588907009,ai_0950,Anty💙💛,5,22,https://twitter.com/ai_0950/status/1477047590822809600,[],[],0,,False,3,1,0,,AI design,,,,,,,[],,,,
1477046158384148486,1477046158384148486,1640990221000.0,2021-12-31 22:37:01,+0000,,"Learn how to execute Ethical AI for your organization from governance, design, monitoring and education perspectives for Free at our Ai+ Training platform:  https://t.co/CRkCQF9PAH  #AI #ML  https://t.co/Kq7oXMUVs2",en,"['ai', 'ml']",[],1359556530618646530,1359556530618646530,aiplustraining,Ai+ Training,5,22,https://twitter.com/aiplustraining/status/1477046158384148486,['https://hubs.li/Q011h6N70'],['https://pbs.twimg.com/media/FH-Fp2MWUAggjjd.jpg'],1,https://pbs.twimg.com/media/FH-Fp2MWUAggjjd.jpg,False,1,0,2,,AI design,,,,,,,[],,,,
1477045278863724548,1477045278863724548,1640990011000.0,2021-12-31 22:33:31,+0000,,";; ok so like  yeah chica was scrapped and renewed with a new edition of chica  her ai is different, her design is different  she is very one dimensional at the time and i hope to shift that around through interactions  rn she is vvv robotical",en,[],[],1473671779633844228,1473671779633844228,DIEDONYX,𝐒𝐄𝐕𝐄𝐍𝐓𝐇 ╱ 𝐇𝐄𝐀𝐕𝐄𝐍,5,22,https://twitter.com/DIEDONYX/status/1477045278863724548,[],[],0,,False,0,0,0,,AI design,,,,,,,[],,,,
1477044983211659265,1477042793554284544,1640989940000.0,2021-12-31 22:32:20,+0000,,@AI_comic_design choacoさん！あけましておめでとうございます！今年もたくさんお絵描きしましょう🎶ことよろです😊,ja,[],[],1371107502645907457,1371107502645907457,torinokawori,鳥乃カヲリ🐤🌸歌うお絵描きV,5,22,https://twitter.com/torinokawori/status/1477044983211659265,[],[],0,,False,1,1,0,,AI design,,,,,,,[],,,,
1477041765886865411,1477035388825145346,1640989173000.0,2021-12-31 22:19:33,+0000,,@inakaizyu 明けましておめでとう🎍  今年もよろしくお願いします！！  ハルちゃんなら大丈夫🙆‍♂️  ボクたちがついてるよ🥳  @miku__design  @takechan_Ren_ai,ja,[],[],155178531,155178531,tenergy927,あき｜夢の先生,5,22,https://twitter.com/tenergy927/status/1477041765886865411,[],[],0,,False,2,1,0,,AI design,,,,,,,"[{'screen_name': 'inakaizyu', 'name': 'ハル｜Webデザイナー', 'id': '1281958690912759810'}]",,,,
1477038014752645122,1477038011875430400,1640988279000.0,2021-12-31 22:04:39,+0000,,Hope some of y'all don't mind if i borrow some of y'all aus and designs:'0 Spiderboo/TOH - @xMaruu11  DBH au - @ForgottenEuca Ranboodash - @rubydsart Rockstar boo - @_L1_B1_ AI ranboo - @elytrium  Ranmoms - @byoonei Sceneboo - @marbledlizard  Accurateboo - @backwardmind,en,[],[],1373867783310565379,1373867783310565379,Blueciitrus,Ryan,5,22,https://twitter.com/Blueciitrus/status/1477038014752645122,[],[],0,,False,27,1,1,,AI design,,,,,,,[],,,,
1477037283543072770,1477037283543072770,1640988105000.0,2021-12-31 22:01:45,+0000,,Happy New Year! ✨👟 This special neon sneaker is designed by #AI. Sneaker OzX13.  Do artificial intelligence and #sneakers design go well together?  #NFT/roadmap/chat: Discord linked in bio.  #NFTfashion #digitalfashion #metaversefashion  https://t.co/cRmxApEW2V,en,"['ai', 'sneakers', 'nft', 'nftfashion', 'digitalfashion', 'metaversefashion']",[],1442512610440605697,1442512610440605697,aisneaks,aisneaks,5,22,https://twitter.com/aisneaks/status/1477037283543072770,[],['https://pbs.twimg.com/media/FH99V39WUAIE7PQ.png'],1,https://pbs.twimg.com/media/FH99V39WUAIE7PQ.png,False,5,1,2,,AI design,,,,,,,[],,,,
1477032609884643332,1477032609884643332,1640986990000.0,2021-12-31 21:43:10,+0000,,"Some of you AI nerds may find this interesting:   Using a GAN to systematically explore the space of airplane designs  ""Range-GAN: Range-constrained Generative Adversarial Network For Conditioned Design Synthesis""   https://t.co/f59dXB6ZI5  https://t.co/aoYjjFL79t",en,[],[],203639204,203639204,moreisdifferent,Dan Elton,5,21,https://twitter.com/moreisdifferent/status/1477032609884643332,['https://decode.mit.edu/assets/papers/rangegan.pdf'],['https://pbs.twimg.com/media/FH95IPjXIAE1SZ4.png'],1,https://pbs.twimg.com/media/FH95IPjXIAE1SZ4.png,False,4,1,1,,AI design,,,,,,,[],,,,
1477032609440018433,1477032609440018433,1640986990000.0,2021-12-31 21:43:10,+0000,,"tava pensando aqui imagina yae toca a flauta e sai uma raposa na ult, como se ela tivesse invocando, ai q dlc viu me chama pra design miojo",pt,[],[],1185761513736474624,1185761513736474624,Iadraos,ton,5,21,https://twitter.com/Iadraos/status/1477032609440018433,[],[],0,,False,0,0,0,,AI design,,,,,,,[],,,,
